City,OtherName,Country,Latitude,Longitude,Certainty,year,pop
Augsberg,Ausburg,Germany,48.371444000,10.898239000,1,1200,12000
Avignon,,France,43.948340000,4.808920000,1,1200,6000
Bagan,Pagan,Myanmar,21.172111000,94.860200000,1,1200,180000
Baghdad,Bagdad,Iraq,33.340580000,44.400880000,1,1200,100000
Balasaghun,"Balasaqun, Gobalik",Kyrgyzstan,42.379739000,75.250456000,2,1200,47000
Barcelona,,Spain,41.388790000,2.158990000,1,1200,15000
Basra,Basrah,Iraq,30.500000000,47.816667000,2,1200,50000
Beijing,Peking,China,39.907500000,116.397230000,1,1200,130000
Bejaia,"Bougie, Bjaa",Algeria,36.750000000,5.066667000,2,1200,50000
Beziers, Bziers,France,43.347620000,3.218990000,1,1200,20000
Bologna,,Italy,44.493810000,11.338750000,1,1200,35000
Bordeaux,,France,44.840440000,-0.580500000,1,1200,15000
Braunschweig,Brunswick,Germany,52.268875000,10.526769000,1,1200,21000
Bukhara,Bokhara,Uzbekistan,39.765869000,64.422347000,1,1200,70000
Caen,,France,49.185850000,-0.359120000,1,1200,20000
Cairo,"Fostat, Fustat",Egypt,30.062630000,31.249670000,1,1200,200000
Cambay,,India,22.313114000,72.619408000,3,1200,50000
Ceuta,,Spain,35.889330000,-5.319790000,1,1200,40000
Chengdu,,China,30.666670000,104.066670000,1,1200,46000
Coimbra,,Portugal,40.205640000,-8.419550000,1,1200,25000
Cologne,"Koln, Coln",Germany,50.937531000,6.960278000,1,1200,50000
Cordoba,"Cordova, Crdoba",Spain,38.046133000,-4.893564000,2,1200,60000
Cremona,,Italy,45.136170000,10.027970000,1,1200,25000
Dali,Tali,China,25.606486000,100.267638000,1,1200,100000
Damascus,,Syria,33.510200000,36.291280000,1,1200,90000
Delhi,,India,28.653810000,77.228970000,1,1200,60000
Dhar,,India,22.593730000,75.297740000,1,1200,30000
Dongola,"Pachoras, Mukarra",Sudan,19.166670000,30.483330000,1,1200,30000
Dumyat,Damietta,Egypt,31.416480000,31.813320000,1,1200,100000
Erfurt,,Germany,50.978700000,11.032830000,1,1200,21000
Esfahan,Isfahan,Iran,32.651389000,51.679192000,1,1200,70000
Esztergom,,Hungary,47.792800000,18.741480000,1,1200,18000
Ferrara,,Italy,44.826780000,11.620710000,1,1200,18000
Fez,Fes,Morocco,34.033333000,-5.010000000,1,1200,200000
Firuzkoh,Ghor,Afghanistan,34.099578000,64.905956000,2,1200,50000
Florence,Firenze,Italy,43.771033000,11.248000000,1,1200,15000
Frankfurt am Main,,Germany,50.110922000,8.682128000,1,1200,3000
Fuzhou,"Fuchow, Hokchiu, Fujian province",China,26.076111000,119.306389000,1,1200,50000
Gauda,"Lakhnauti, Gaur",India,24.866667000,88.133333000,2,1200,60000
Gelibolu,Gallipoli,Turkey,40.333333000,26.499992000,1,1200,150000
Geneva,Genve ,Switzerland,46.198392000,6.142297000,1,1200,3300
Genova,Genoa,Italy,44.405650000,8.946256000,1,1200,30000
Gent,Ghent,Belgium,51.053469000,3.730378000,1,1200,25000
Granada,,Spain,37.177336000,-3.598558000,1,1200,60000
Guangzhou,Canton,China,23.116670000,113.250000000,1,1200,110000
Haining,"Hweining, Zhejiang Province",China,30.533333000,120.683333000,2,1200,60000
Hangzhou,Hangchow,China,30.250000000,120.166667000,2,1200,255000
Herat,,Afghanistan,34.348170000,62.199670000,1,1200,44000
Istanbul,"Constantinople, Byzantium",Turkey,41.005275000,28.976944000,1,1200,150000
Jerez de la Frontera,Xerez,Spain,36.693600000,-6.132431000,1,1200,15000
Jingdezhen,Kingtehchen,China,29.268836000,117.178420000,2,1200,50000
Kaesong,Songdo,Dem. People's Republic of Korea,37.970830000,126.554440000,1,1200,30000
Kaifeng,"Bienliang, Pienliang",China,34.798600000,114.307420000,1,1200,100000
Kalinjar,,India,25.011586000,80.472977000,3,1200,50000
Kamakura,,Japan,35.308890000,139.550280000,1,1200,175000
Kano,,Nigeria,12.000120000,8.516720000,1,1200,25000
Kayseri,"Caesarea, Mazaca",Turkey,38.732220000,35.485280000,2,1200,40000
Kerman,,Iran,30.283210000,57.078790000,1,1200,30000
Kiev,,Ukraine,50.454660000,30.523800000,1,1200,30000
Kilwa,,Tanzania,-9.149644000,38.987675000,2,1200,20000
Kish,Qish,Iran,32.552179890,44.585642500,2,1200,40000
Konya,Konia,Turkey,37.871350000,32.484640000,1,1200,70000
Konye-Urgench,Gurganj,Turkmenistan,42.333333000,59.150000000,2,1200,25000
Kush,Kus,Egypt,18.530000000,31.840000000,3,1200,50000
Kyoto,,Japan,35.021070000,135.753850000,1,1200,100000
Lakkundi,Lokkigundi,India,15.389314000,75.716929000,1,1200,25000
Leon,,Spain,42.605556000,-5.570000000,1,1200,40000
Liaoyang,,China,41.266667000,123.183333000,1,1200,30000
Liege, Lige ,Belgium,50.633730000,5.567490000,1,1200,20000
Lisbon,,Portugal,38.716670000,-9.133330000,1,1200,15000
London,,United Kingdom,51.511214000,-0.119825000,1,1200,40000
Louveigne,"Louvain, Louveign ",Belgium,50.877572000,4.704328000,2,1200,7000
Lucca,,Italy,43.843570000,10.505850000,1,1200,10000
Luoyang,Honan,China,34.669722000,112.442222000,2,1200,50000
Lyon,,France,45.748460000,4.846710000,1,1200,22000
Mainz,,Germany,49.984190000,8.279100000,1,1200,25000
Mantova,Mantua,Italy,45.156417000,10.791375000,1,1200,12000
Marrakech,Marrakesh,Morocco,31.634160000,-7.999940000,1,1200,150000
Marseille,,France,43.296950000,5.381070000,1,1200,20000
Messina,,Italy,38.193270000,15.549690000,1,1200,35000
Metz,,France,49.119110000,6.172690000,1,1200,23000
Milan,,Italy,45.465453000,9.198786000,1,1200,60000
Montpellier,,France,43.610920000,3.877230000,1,1200,13500
Mosul,Ak Mawsil,Iraq,36.335000000,43.118890000,1,1200,50000
Multan,,Pakistan,30.195560000,71.475280000,1,1200,32000
Nadiya,,India,23.501389000,73.960963000,3,1200,30000
Nanjing,Nanking,China,32.050000000,118.766667000,1,1200,130000
Naples,,Italy,40.851775000,14.268122000,1,1200,35000
Narbonne,,France,43.183330000,3.000000000,1,1200,31000
Novgorod,,Russian Federation,58.525569000,31.274192000,1,1200,25000
Orleans,Orlans,France,47.902964000,1.909250000,1,1200,27000
Padua,,Italy,45.406436000,11.876761000,1,1200,20000
Palermo,,Italy,38.115689000,13.361267000,1,1200,150000
Palma,,Spain,39.569390000,2.650240000,1,1200,23000
Paris,,France,48.856614000,2.352222000,1,1200,110000
Pavia,,Italy,45.184460000,9.161450000,1,1200,25000
Pisa,,Italy,43.715530000,10.396590000,1,1200,25000
Poitiers,,France,46.583330000,0.333330000,1,1200,25000
Polonnaruwa,,Sri Lanka,7.939650000,81.002740000,1,1200,75000
Prague,,Austria,50.088040000,14.420760000,1,1200,22000
Provins,,France,48.550000000,3.300000000,1,1200,20000
Qom,,Iran,34.640100000,50.876400000,1,1200,50000
Rabat,,Morocco,34.013250000,-6.832550000,1,1200,50000
Rayy,"Rey, Ray",Iran,35.583300000,51.433300000,2,1200,80000
Reims,Rheims,France,49.250000000,4.033330000,1,1200,12000
Rome,,Italy,41.894740000,12.483900000,1,1200,35000
Rouen,,France,49.443130000,1.099320000,1,1200,40000
Saint-Omer,,France,50.750114000,2.252208000,1,1200,20000
Samarkand,Sumarqand,Uzbekistan,39.657600000,66.947561000,1,1200,60000
Seville,,Spain,37.388097000,-5.982331000,1,1200,150000
Siena,,Italy,43.320040000,11.332830000,1,1200,15000
Sivas,,Turkey,39.748330000,37.016110000,1,1200,45000
Smolensk,,Russian Federation,54.781800000,32.040100000,1,1200,35000
Soba,,Sudan,15.523889000,32.680833000,3,1200,25000
Soest,,Germany,51.575580000,8.106190000,1,1200,15000
Speyer,Spires,Germany,49.320478000,8.436217000,2,1200,30000
Suzhou,Soochow,China,31.300000000,120.600000000,1,1200,63000
Tbilisi,Tiflis,Georgia,41.709975000,44.792989000,1,1200,80000
Tenayuca,,Mexico,19.532167000,-99.168472000,2,1200,50000
Thessaloniki,"Salonica, Thessalonica",Greece,40.639350000,22.944606000,1,1200,30000
Toledo,,Spain,39.862831000,-4.027322000,1,1200,32000
Toulouse,,France,43.604260000,1.443670000,1,1200,20000
Tours,,France,47.383330000,0.683330000,1,1200,20000
Trier,Treves,Germany,49.755650000,6.639350000,1,1200,25000
Troyes,,France,48.300000000,4.083330000,1,1200,20000
Tsinkiang,"Zayton, Chinchiang, Chuanchow",China,24.913889000,118.585830000,3,1200,70000
Utrecht,,Netherlands,52.090830000,5.122220000,1,1200,12000
Veliko Tarnovo,"Veliko, Tarnovo, Trnovo",Bulgaria,43.083333000,25.650000000,2,1200,35000
Venice,,Italy,45.440847000,12.315514000,1,1200,70000
Verona,,Italy,45.434190000,10.997790000,1,1200,33000
Vienna,Wien,Austria,48.208490000,16.372080000,1,1200,12000
Vladimir,,Russian Federation,56.136550000,40.396580000,1,1200,18000
Wiener Neustadt,,Austria,47.800000000,16.250000000,1,1200,15000
Worms,,Germany,49.632780000,8.359160000,1,1200,28000
Wuhan,Wuchang,China,30.583330000,114.266670000,1,1200,80000
Xiangyang,"Siangfan, Siangyang",China,32.017000000,112.133000000,3,1200,47000
Yangzhou,Yangchow,China,32.400000000,119.416667000,2,1200,50000
Yinchuan,"Chunghsing, Yuwei, Erikhaya, Khotun, Ninghsia",China,38.466700000,106.266700000,3,1200,80000
Zaragoza,,Spain,41.648792000,-0.889581000,1,1200,15000
Hangzhou,Hangchow,China,30.250000000,120.166667000,2,1201,260000
Oualata,"Walata, Biru",Mauritania,17.300000000,-7.025000000,2,1203,25000
Trabzon,Trebizond,Turkey,41.001450000,39.717806000,3,1204,60000
Plovdiv,Philippopolis,Bulgaria,42.150000000,24.750000000,1,1205,20000
Bologna,,Italy,44.493810000,11.338750000,1,1206,40000
Nishapur,,Iran,36.213333000,58.795833000,1,1208,25000
Beziers, Bziers,France,43.347620000,3.218990000,1,1209,20000
Valencia,,Spain,39.469908000,-0.376289000,1,1212,21000
Balasaghun,"Balasaqun, Gobalik",Kyrgyzstan,42.379739000,75.250456000,2,1213,47000
Cuttack,,India,20.464970000,85.879270000,1,1215,100000
Novgorod,,Russian Federation,58.525569000,31.274192000,1,1215,20000
Piacenza,Fiacenza,Italy,45.046760000,9.699370000,1,1216,20000
Herat,,Afghanistan,34.348170000,62.199670000,1,1217,44000
Nurnberg,"Nrnberg, Nuremberg",Germany,49.452031000,11.076750000,1,1219,10000
Bukhara,Bokhara,Uzbekistan,39.765869000,64.422347000,1,1220,70000
Nishapur,,Iran,36.213333000,58.795833000,1,1220,70000
Samarkand,Sumarqand,Uzbekistan,39.657600000,66.947561000,1,1220,106000
Strasbourg,Strassburg,France,48.583420000,7.742960000,1,1220,10000
Herat,,Afghanistan,34.348170000,62.199670000,1,1221,60000
Samarkand,Sumarqand,Uzbekistan,39.657600000,66.947561000,1,1221,26000
Messina,,Italy,38.193270000,15.549690000,1,1223,25000
Bandar Seri Begawan,,Brunei,4.890283000,114.942217000,3,1225,10000
Gauda,"Lakhnauti, Gaur",India,24.866667000,88.133333000,2,1225,90000
Lubeck,Lbeck ,Germany,53.865886000,10.687097000,1,1227,6000
Tbilisi,Tiflis,Georgia,41.709975000,44.792989000,1,1227,100000
Pisa,,Italy,43.715530000,10.396590000,1,1228,25000
Palma,,Spain,39.569390000,2.650240000,1,1229,20000
Kerman,,Iran,30.283210000,57.078790000,1,1230,40000
Messina,,Italy,38.193270000,15.549690000,1,1230,30000
Smolensk,,Russian Federation,54.781800000,32.040100000,1,1230,23900
Kaifeng,"Bienliang, Pienliang",China,34.798600000,114.307420000,1,1232,120000
Xiangyang,"Siangfan, Siangyang",China,32.017000000,112.133000000,3,1236,47000
Milan,,Italy,45.465453000,9.198786000,1,1237,60000
Valencia,,Spain,39.469908000,-0.376289000,1,1238,27000
Verona,,Italy,45.434190000,10.997790000,1,1238,34000
Regensburg,Ratisbon,Germany,49.015000000,12.095560000,1,1239,24000
Veliko Tarnovo,"Veliko, Tarnovo, Trnovo",Bulgaria,43.083333000,25.650000000,2,1241,48000
Wroclaw,Breslau,Germany,51.116667000,17.033333000,3,1242,12000
Jerusalem,,Israel,31.769040000,35.216330000,1,1243,30000
Dublin,,Ireland,53.333060000,-6.248890000,1,1246,20000
Provins,,France,48.550000000,3.300000000,1,1247,21000
Messina,,Italy,38.193270000,15.549690000,1,1248,30000
Seville,,Spain,37.388097000,-5.982331000,1,1248,75000
Bologna,,Italy,44.493810000,11.338750000,1,1249,55000
Brescia,,Italy,45.524780000,10.227270000,1,1249,21000
Acre,,Israel,32.927778000,35.081667000,2,1250,57000
Aleppo,,Syria,36.216667000,37.166667000,1,1250,55000
Alexandria,,Egypt,31.200092000,29.918739000,1,1250,65000
Angkor,,Cambodia,13.412417000,103.867050000,1,1250,125000
Badajoz,,Spain,38.877890000,-6.970610000,1,1250,15000
Bagan,Pagan,Myanmar,21.172111000,94.860200000,1,1250,180000
Baghdad,Bagdad,Iraq,33.340580000,44.400880000,1,1250,100000
Beijing,Peking,China,39.907500000,116.397230000,1,1250,140000
Bejaia,"Bougie, Bjaa",Algeria,36.750000000,5.066667000,2,1250,50000
Binh Dinh,Vijaya,Vietnam,14.166256000,108.902683000,2,1250,40000
Bologna,,Italy,44.493810000,11.338750000,1,1250,55000
Brugge,Bruges,Belgium,51.210819000,3.224936000,1,1250,36000
Bukhara,Bokhara,Uzbekistan,39.765869000,64.422347000,1,1250,70000
Cairo,"Fostat, Fustat",Egypt,30.062630000,31.249670000,1,1250,300000
Cambay,,India,22.313114000,72.619408000,3,1250,60000
Ceuta,,Spain,35.889330000,-5.319790000,1,1250,40000
Chengdu,,China,30.666670000,104.066670000,1,1250,54000
Cologne,"Koln, Coln",Germany,50.937531000,6.960278000,1,1250,52000
Cuttack,,India,20.464970000,85.879270000,1,1250,100000
Dali,Tali,China,25.606486000,100.267638000,1,1250,100000
Damascus,,Syria,33.510200000,36.291280000,1,1250,90000
Delhi,,India,28.653810000,77.228970000,1,1250,80000
Esfahan,Isfahan,Iran,32.651389000,51.679192000,1,1250,70000
Fez,Fes,Morocco,34.033333000,-5.010000000,1,1250,200000
Fuzhou,"Fuchow, Hokchiu, Fujian province",China,26.076111000,119.306389000,1,1250,50000
Gauda,"Lakhnauti, Gaur",India,24.866667000,88.133333000,2,1250,90000
Genova,Genoa,Italy,44.405650000,8.946256000,1,1250,55000
Granada,,Spain,37.177336000,-3.598558000,1,1250,75000
Guangzhou,Canton,China,23.116670000,113.250000000,1,1250,140000
Hangzhou,Hangchow,China,30.250000000,120.166667000,2,1250,320489
Hormuz,Ormuz,Iran,27.100000000,56.450000000,1,1250,40000
Istanbul,"Constantinople, Byzantium",Turkey,41.005275000,28.976944000,1,1250,100000
Jingdezhen,Kingtehchen,China,29.268836000,117.178420000,2,1250,60000
Kaifeng,"Bienliang, Pienliang",China,34.798600000,114.307420000,1,1250,90000
Kamakura,,Japan,35.308890000,139.550280000,1,1250,200000
Kashi,Kashgar,China,39.470400000,75.989756000,1,1250,45000
Kayseri,"Caesarea, Mazaca",Turkey,38.732220000,35.485280000,2,1250,50000
Konya,Konia,Turkey,37.871350000,32.484640000,1,1250,100000
Kush,Kus,Egypt,18.530000000,31.840000000,3,1250,50000
Kyoto,,Japan,35.021070000,135.753850000,1,1250,70000
Limoges,,France,45.831530000,1.257800000,1,1250,4000
Lyon,,France,45.748460000,4.846710000,1,1250,30000
Madurai,,India,9.917350000,78.119620000,1,1250,40000
Mainz,,Germany,49.984190000,8.279100000,1,1250,25000
Marrakech,Marrakesh,Morocco,31.634160000,-7.999940000,1,1250,125000
Marseille,,France,43.296950000,5.381070000,1,1250,25000
Milan,,Italy,45.465453000,9.198786000,1,1250,65000
Mosul,Ak Mawsil,Iraq,36.335000000,43.118890000,1,1250,45000
Nanjing,Nanking,China,32.050000000,118.766667000,1,1250,130000
Palermo,,Italy,38.115689000,13.361267000,1,1250,75000
Paris,,France,48.856614000,2.352222000,1,1250,160000
Patan,Anhilvada,India,23.850700000,72.129630000,1,1250,60000
Pavia,,Italy,45.184460000,9.161450000,1,1250,30000
Pisa,,Italy,43.715530000,10.396590000,1,1250,50000
Quilon,,India,8.880000000,76.600000000,3,1250,50000
Rabat,,Morocco,34.013250000,-6.832550000,1,1250,40000
Rouen,,France,49.443130000,1.099320000,1,1250,45000
Sarai,Serai,Russian Federation,53.745770000,41.021260000,1,1250,80000
Siena,,Italy,43.320040000,11.332830000,1,1250,20000
Suzhou,Soochow,China,31.300000000,120.600000000,1,1250,77000
Tenayuca,,Mexico,19.532167000,-99.168472000,2,1250,54000
Thessaloniki,"Salonica, Thessalonica",Greece,40.639350000,22.944606000,1,1250,40000
Tlemcen,Tlemsen,Algeria,34.878330000,-1.315000000,1,1250,40000
Trabzon,Trebizond,Turkey,41.001450000,39.717806000,3,1250,60000
Tsinkiang,"Zayton, Chinchiang, Chuanchow",China,24.913889000,118.585830000,3,1250,75000
Tunis,,Tunisia,36.818811000,10.165961000,1,1250,70000
Veliko Tarnovo,"Veliko, Tarnovo, Trnovo",Bulgaria,43.083333000,25.650000000,2,1250,50000
Venice,,Italy,45.440847000,12.315514000,1,1250,90000
Worms,,Germany,49.632780000,8.359160000,1,1250,25000
Wuhan,Wuchang,China,30.583330000,114.266670000,1,1250,80000
Xian,"Sian, Changan, Xi'an",China,34.341485000,108.940404000,1,1250,100000
Xiangyang,"Siangfan, Siangyang",China,32.017000000,112.133000000,3,1250,47000
Yangzhou,Yangchow,China,32.400000000,119.416667000,2,1250,67000
Yinchuan,"Chunghsing, Yuwei, Erikhaya, Khotun, Ninghsia",China,38.466700000,106.266700000,3,1250,60000
Dhar,,India,22.593730000,75.297740000,1,1251,30000
Kunming,Yunnanfu,China,25.038890000,102.718330000,1,1253,50000
Sarai,Serai,Russian Federation,53.745770000,41.021260000,1,1253,80000
Munich,,Germany,48.136739000,11.576756000,1,1255,13000
Brescia,,Italy,45.524780000,10.227270000,1,1258,24000
Cremona,,Italy,45.136170000,10.027970000,1,1259,30000
Wuhan,Wuchang,China,30.583330000,114.266670000,1,1259,80000
Bukhara,Bokhara,Uzbekistan,39.765869000,64.422347000,1,1260,70000
Istanbul,"Constantinople, Byzantium",Turkey,41.005275000,28.976944000,1,1261,100000
Trabzon,Trebizond,Turkey,41.001450000,39.717806000,3,1261,60000
Aix,,France,43.526304000,5.445429000,3,1263,9000
Cuttack,,India,20.464970000,85.879270000,1,1264,100000
Beijing,Peking,China,39.907500000,116.397230000,1,1265,160369
Antioch,,Syria/Turkey,36.206550000,36.157220000,2,1268,27000
Beijing,Peking,China,39.907500000,116.397230000,1,1270,401350
Bergen,,Norway,60.391264000,5.322053000,1,1270,16000
Hormuz,Ormuz,Iran,27.100000000,56.450000000,1,1270,36000
Jingdezhen,Kingtehchen,China,29.268836000,117.178420000,2,1270,75000
Arles,,France,43.676700000,4.627800000,1,1271,17000
Rouen,,France,49.443130000,1.099320000,1,1272,45000
Hangzhou,Hangchow,China,30.250000000,120.166667000,2,1273,432046
Milan,,Italy,45.465453000,9.198786000,1,1274,70000
Roskilde,,Denmark,55.641520000,12.080350000,1,1274,20000
Guangzhou,Canton,China,23.116670000,113.250000000,1,1275,165000
Catania,,Italy,37.502130000,15.087190000,1,1277,10000
Messina,,Italy,38.193270000,15.549690000,1,1277,33000
Palermo,,Italy,38.115689000,13.361267000,1,1277,50000
Bari,,Italy,41.117142000,16.871872000,1,1278,10000
Naples,,Italy,40.851775000,14.268122000,1,1278,33500
Ceuta,,Spain,35.889330000,-5.319790000,1,1279,40000
Guangzhou,Canton,China,23.116670000,113.250000000,1,1279,150000
Dublin,,Ireland,53.333060000,-6.248890000,1,1280,25000
Padua,,Italy,45.406436000,11.876761000,1,1281,39000
Messina,,Italy,38.193270000,15.549690000,1,1282,35000
Liaoyang,,China,41.266667000,123.183333000,1,1288,13231
Milan,,Italy,45.465453000,9.198786000,1,1288,60000
Chengdu,,China,30.666670000,104.066670000,1,1290,54000
Madurai,,India,9.917350000,78.119620000,1,1290,60000
Brugge,Bruges,Belgium,51.210819000,3.224936000,1,1292,50000
Paris,,France,48.856614000,2.352222000,1,1292,216000
Konya,Konia,Turkey,37.871350000,32.484640000,1,1294,45000
Speyer,Spires,Germany,49.320478000,8.436217000,2,1294,30000
Chiang Mai,Chiengmai,Thailand,18.790978000,98.960775000,1,1296,32000
Nanjing,Nanking,China,32.050000000,118.766667000,1,1297,95000
Cambay,,India,22.313114000,72.619408000,3,1298,60000
Tenayuca,,Mexico,19.532167000,-99.168472000,2,1298,54000
Aachen,Aix-la-Chapelle,Germany,50.776640000,6.083420000,1,1300,21000
Aleppo,,Syria,36.216667000,37.166667000,1,1300,0
Alexandria,,Egypt,31.200092000,29.918739000,1,1300,65000
Almeria,Almera ,Spain,36.838140000,-2.459740000,1,1300,25000
Amsterdam,,Netherlands,52.374030000,4.889690000,1,1300,1000
Angers,,France,47.466670000,-0.550000000,1,1300,22000
Angkor,,Cambodia,13.412417000,103.867050000,1,1300,90000
Arras,,France,50.291000000,2.777533000,1,1300,20000
Asyut,,Egypt,27.180960000,31.183680000,1,1300,30000
Athens,,Greece,37.979450000,23.716220000,1,1300,25000
Azemmour,Azammour,Morocco,33.287778000,-8.342222000,1,1300,10000
Baghdad,Bagdad,Iraq,33.340580000,44.400880000,1,1300,40000
Barcelona,,Spain,41.388790000,2.158990000,1,1300,30000
Beijing,Peking,China,39.907500000,116.397230000,1,1300,401000
Bejaia,"Bougie, Bjaa",Algeria,36.750000000,5.066667000,2,1300,50000
Bergen,,Norway,60.391264000,5.322053000,1,1300,15000
Binh Dinh,Vijaya,Vietnam,14.166256000,108.902683000,2,1300,40000
Bologna,,Italy,44.493810000,11.338750000,1,1300,40000
Bordeaux,,France,44.840440000,-0.580500000,1,1300,30000
Brescia,,Italy,45.524780000,10.227270000,1,1300,24000
Brugge,Bruges,Belgium,51.210819000,3.224936000,1,1300,50000
Budapest,,Hungary,47.498010000,19.039910000,1,1300,15000
Burgos,,Spain,42.350000000,-3.700000000,1,1300,21000
Caen,,France,49.185850000,-0.359120000,1,1300,20000
Cairo,"Fostat, Fustat",Egypt,30.062630000,31.249670000,1,1300,400000
Campulung Muscel,,Romania,47.530800000,25.551400000,1,1300,17000
Ceuta,,Spain,35.889330000,-5.319790000,1,1300,40000
Chengdu,,China,30.666670000,104.066670000,1,1300,54000
Chinkiang,Zhenjiang,China,32.200000000,119.416667000,2,1300,35000
Cologne,"Koln, Coln",Germany,50.937531000,6.960278000,1,1300,54000
Cordoba,"Cordova, Crdoba",Spain,38.046133000,-4.893564000,2,1300,40000
Cremona,,Italy,45.136170000,10.027970000,1,1300,38000
Cuttack,,India,20.464970000,85.879270000,1,1300,90000
Damascus,,Syria,33.510200000,36.291280000,1,1300,64000
Delhi,,India,28.653810000,77.228970000,1,1300,100000
Dienne,"Guinea, Jenne",Senegal,15.033366000,-16.350122000,3,1300,20000
Dijon,,France,47.316670000,5.016670000,1,1300,18000
Dongola,"Pachoras, Mukarra",Sudan,19.166670000,30.483330000,1,1300,30000
Dublin,,Ireland,53.333060000,-6.248890000,1,1300,25000
Dumyat,Damietta,Egypt,31.416480000,31.813320000,1,1300,108000
Erfurt,,Germany,50.978700000,11.032830000,1,1300,30000
Esfahan,Isfahan,Iran,32.651389000,51.679192000,1,1300,62000
Esztergom,,Hungary,47.792800000,18.741480000,1,1300,12000
Feodosia,"Kaffa, Theodosia, Feodosiya, Caffa",Russian Federation,45.048889000,35.379167000,2,1300,40000
Ferrara,,Italy,44.826780000,11.620710000,1,1300,23000
Fez,Fes,Morocco,34.033333000,-5.010000000,1,1300,150000
Florence,Firenze,Italy,43.771033000,11.248000000,1,1300,60000
Frankfurt am Main,,Germany,50.110922000,8.682128000,1,1300,13000
Fuzhou,"Fuchow, Hokchiu, Fujian province",China,26.076111000,119.306389000,1,1300,70000
Gao,"Kagho, Kukia, Gogo",Mali,16.271670000,-0.044720000,2,1300,25000
Gauda,"Lakhnauti, Gaur",India,24.866667000,88.133333000,2,1300,100000
Genova,Genoa,Italy,44.405650000,8.946256000,1,1300,85000
Gent,Ghent,Belgium,51.053469000,3.730378000,1,1300,42000
Glasgow,,United Kingdom,55.865150000,-4.257630000,1,1300,1500
Goa,,India,15.299333000,74.124000000,1,1300,40000
Granada,,Spain,37.177336000,-3.598558000,1,1300,90000
Guangzhou,Canton,China,23.116670000,113.250000000,1,1300,150000
Halebidu,"Dwarasamudra, Dorasamudra ",India,12.259100000,76.640549000,3,1300,25000
Hangzhou,Hangchow,China,30.250000000,120.166667000,2,1300,432000
Hormuz,Ormuz,Iran,27.100000000,56.450000000,1,1300,50000
Istanbul,"Constantinople, Byzantium",Turkey,41.005275000,28.976944000,1,1300,100000
Jerez de la Frontera,Xerez,Spain,36.693600000,-6.132431000,1,1300,9000
Jingdezhen,Kingtehchen,China,29.268836000,117.178420000,2,1300,50000
Kaesong,Songdo,Dem. People's Republic of Korea,37.970830000,126.554440000,1,1300,30000
Kaifeng,"Bienliang, Pienliang",China,34.798600000,114.307420000,1,1300,90000
Kamakura,,Japan,35.308890000,139.550280000,1,1300,200000
Kano,,Nigeria,12.000120000,8.516720000,1,1300,30000
Kashi,Kashgar,China,39.470400000,75.989756000,1,1300,50000
Kayalpatam,"Cail, Kayal ",India,8.566389000,78.116389000,3,1300,50000
Kazan,,Russian Federation,55.790278000,49.134722000,2,1300,30000
Kilwa,,Tanzania,-9.149644000,38.987675000,2,1300,20000
Konya,Konia,Turkey,37.871350000,32.484640000,1,1300,40000
Krakow,Cracow,Poland,50.061430000,19.936580000,1,1300,14000
Kunming,Yunnanfu,China,25.038890000,102.718330000,1,1300,50000
Kush,Kus,Egypt,18.530000000,31.840000000,3,1300,50000
Kyoto,,Japan,35.021070000,135.753850000,1,1300,40000
Liege, Lige ,Belgium,50.633730000,5.567490000,1,1300,25000
Lille,,France,50.628442000,3.054975000,1,1300,15000
Lisbon,,Portugal,38.716670000,-9.133330000,1,1300,35000
London,,United Kingdom,51.511214000,-0.119825000,1,1300,45000
Louveigne,"Louvain, Louveign ",Belgium,50.877572000,4.704328000,2,1300,14000
Lubeck,Lbeck ,Germany,53.865886000,10.687097000,1,1300,22000
Lucca,,Italy,43.843570000,10.505850000,1,1300,18000
Lyon,,France,45.748460000,4.846710000,1,1300,35000
Madurai,,India,9.917350000,78.119620000,1,1300,60000
Magdeburg,,Germany,52.130808000,11.628878000,1,1300,15000
Mainz,,Germany,49.984190000,8.279100000,1,1300,24000
Majapahit,,Indonesia,-8.189470000,113.667019000,3,1300,40000
Malaga,,Spain,36.721261000,-4.421267000,1,1300,30000
Mali,"Melle, Niani",Mali,11.000000000,-8.000000000,3,1300,40000
Marrakech,Marrakesh,Morocco,31.634160000,-7.999940000,1,1300,75000
Marseille,,France,43.296950000,5.381070000,1,1300,20000
Meknes,"Takrart, Mequinez, Miknas, Mekns ",Morocco,33.893520000,-5.547270000,1,1300,40000
Messina,,Italy,38.193270000,15.549690000,1,1300,25000
Metz,,France,49.119110000,6.172690000,1,1300,32000
Milan,,Italy,45.465453000,9.198786000,1,1300,60000
Montpellier,,France,43.610920000,3.877230000,1,1300,35000
Nanjing,Nanking,China,32.050000000,118.766667000,1,1300,95000
Naples,,Italy,40.851775000,14.268122000,1,1300,40000
Narbonne,,France,43.183330000,3.000000000,1,1300,30000
Nimes,Nmes ,France,43.833330000,4.350000000,1,1300,15000
Norwich,,United Kingdom,52.627830000,1.298340000,1,1300,24000
Novgorod,,Russian Federation,58.525569000,31.274192000,1,1300,30000
Orleans,Orlans,France,47.902964000,1.909250000,1,1300,36000
Padua,,Italy,45.406436000,11.876761000,1,1300,39000
Palermo,,Italy,38.115689000,13.361267000,1,1300,35000
